Time,Battery_SOC,Speed,MassAirFlow,Battery_J,Engine_J,Total_J
2024/04/27 17:24:59.461,18.6518316498317,0,0.87,-424.242424237065,1041.63265306122,617.39022882416
2024/04/27 17:24:59.471,18.6516632996633,0,0.87,-424.242424246017,1041.63265306122,617.390228815207
2024/04/27 17:24:59.481,18.6514949494949,0,0.87,-424.242424246017,1041.63265306122,617.390228815207
2024/04/27 17:24:59.491,18.6513265993266,0,0.87,-424.242424246017,1041.63265306122,617.390228815207
2024/04/27 17:24:59.501,18.6511582491583,0,0.87,-424.242424237065,1041.63265306122,617.39022882416
2024/04/27 17:24:59.511,18.6509898989899,0,0.87,-424.242424246017,1041.63265306122,617.390228815207
2024/04/27 17:24:59.521,18.6508215488215,0,0.87,-424.242424246017,1041.63265306122,617.390228815207
2024/04/27 17:24:59.531,18.6506531986532,0,0.87,-424.242424246017,1041.63265306122,617.390228815207
2024/04/27 17:24:59.541,18.6504848484848,0,0.87,-424.242424237065,1041.63265306122,617.39022882416
2024/04/27 17:24:59.551,18.6503164983165,0,0.87,-424.242424237065,1041.63265306122,617.39022882416
2024/04/27 17:24:59.561,18.6501481481481,0,0.87,-424.242424246017,1041.63265306122,617.390228815207
2024/04/27 17:24:59.571,18.649988,0,0.87,-403.573333331053,1041.63265306122,638.059319730171
2024/04/27 17:24:59.581,18.649888,0,0.87,-251.999999999413,1041.63265306122,789.632653061812
2024/04/27 17:24:59.591,18.649788,0,0.87,-251.999999999413,1041.63265306122,789.632653061812
2024/04/27 17:24:59.601,18.649688,0,0.87,-252.000000008366,1041.63265306122,789.632653052859
2024/04/27 17:24:59.611,18.649588,0,0.87,-251.99999999046,1041.63265306122,789.632653070765
2024/04/27 17:24:59.621,18.649488,0,0.87,-252.000000008366,1041.63265306122,789.632653052859
2024/04/27 17:24:59.631,18.649388,0,0.87,-251.99999999046,1041.63265306122,789.632653070765
2024/04/27 17:24:59.641,18.649288,0,0.87,-252.000000008366,1041.63265306122,789.632653052859
2024/04/27 17:24:59.651,18.649188,0,0.87,-251.99999999046,1041.63265306122,789.632653070765
2024/04/27 17:24:59.661,18.649088,0,0.87,-252.000000008366,1041.63265306122,789.632653052859
2024/04/27 17:24:59.671,18.6489856,0,0.87,-258.047999989515,1041.63265306122,783.58465307171
2024/04/27 17:24:59.681,18.6488656,0,0.87,-302.400000006458,1041.63265306122,739.232653054767
2024/04/27 17:24:59.691,18.6487456,0,0.87,-302.399999997505,1041.63265306122,739.23265306372
2024/04/27 17:24:59.701,18.6486256,0,0.87,-302.400000006458,1041.63265306122,739.232653054767
2024/04/27 17:24:59.711,18.6485056,0,0.87,-302.399999997505,1041.63265306122,739.23265306372
2024/04/27 17:24:59.721,18.6483856,0,0.87,-302.399999997505,1041.63265306122,739.23265306372
2024/04/27 17:24:59.731,18.6482656,0,0.87,-302.399999997505,1041.63265306122,739.23265306372
2024/04/27 17:24:59.741,18.6481456,0,0.87,-302.400000006458,1041.63265306122,739.232653054767
2024/04/27 17:24:59.751,18.6480256,0,0.87,-302.399999997505,1041.63265306122,739.23265306372
2024/04/27 17:24:59.761,18.6479056,0,0.87,-302.399999997505,1041.63265306122,739.23265306372
2024/04/27 17:24:59.771,18.6477856,0,0.87,-302.399999997505,1041.63265306122,739.23265306372
2024/04/27 17:24:59.781,18.6476656,0,0.87,-302.399999997505,1041.63265306122,739.23265306372
2024/04/27 17:24:59.791,18.6475456,0,0.87,-302.400000006458,1041.63265306122,739.232653054767
2024/04/27 17:24:59.801,18.6474256,0,0.87,-302.399999997505,1041.63265306122,739.23265306372
2024/04/27 17:24:59.811,18.6473056,0,0.87,-302.400000006458,1041.63265306122,739.232653054767
2024/04/27 17:24:59.821,18.6471856,0,0.87,-302.399999997505,1041.63265306122,739.23265306372
2024/04/27 17:24:59.831,18.6470656,0,0.87,-302.400000006458,1041.63265306122,739.232653054767
2024/04/27 17:24:59.841,18.6469456,0,0.87,-302.399999988552,1041.63265306122,739.232653072673
2024/04/27 17:24:59.851,18.6468256,0,0.87,-302.400000006458,1041.63265306122,739.232653054767
2024/04/27 17:24:59.861,18.6467056,0,0.87,-302.399999997505,1041.63265306122,739.23265306372
2024/04/27 17:24:59.871,18.6465856,0,0.87,-302.399999997505,1041.63265306122,739.23265306372
2024/04/27 17:24:59.881,18.6464656,0,0.87,-302.399999997505,1041.63265306122,739.23265306372
2024/04/27 17:24:59.891,18.6463456,0,0.87,-302.399999997505,1041.63265306122,739.23265306372
2024/04/27 17:24:59.901,18.6462256,0,0.87,-302.400000006458,1041.63265306122,739.232653054767
2024/04/27 17:24:59.911,18.6461056,0,0.87,-302.400000006458,1041.63265306122,739.232653054767
2024/04/27 17:24:59.921,18.6459856,0,0.87,-302.399999997505,1041.63265306122,739.23265306372
2024/04/27 17:24:59.931,18.6458656,0,0.87,-302.399999997505,1041.63265306122,739.23265306372
2024/04/27 17:24:59.941,18.6457456,0,0.87,-302.399999997505,1041.63265306122,739.23265306372
2024/04/27 17:24:59.951,18.6456256,0,0.87,-302.399999997505,1041.63265306122,739.23265306372
2024/04/27 17:24:59.961,18.6455056,0,0.87,-302.400000006458,1041.63265306122,739.232653054767
2024/04/27 17:24:59.971,18.6453856,0,0.87,-302.399999997505,1041.63265306122,739.23265306372
2024/04/27 17:24:59.981,18.6452656,0,0.87,-302.399999997505,1041.63265306122,739.23265306372
2024/04/27 17:24:59.991,18.6451456,0,0.87,-302.400000006458,1041.63265306122,739.232653054767
2024/04/27 17:25:00.001,18.6450256,0,0.87,-302.399999997505,1041.63265306122,739.23265306372
2024/04/27 17:25:00.011,18.6449056,0,0.87,-302.399999997505,1041.63265306122,739.23265306372
2024/04/27 17:25:00.021,18.6447856,0,0.87,-302.400000006458,1041.63265306122,739.232653054767
2024/04/27 17:25:00.031,18.6446656,0,0.87,-302.399999988552,1041.63265306122,739.232653072673
2024/04/27 17:25:00.041,18.6445456,0,0.87,-302.400000006458,1041.63265306122,739.232653054767
2024/04/27 17:25:00.051,18.6444256,0,0.87,-302.399999997505,1041.63265306122,739.23265306372
2024/04/27 17:25:00.061,18.6443056,0,0.87,-302.400000006458,1041.63265306122,739.232653054767
2024/04/27 17:25:00.071,18.6441856,0,0.87,-302.399999997505,1041.63265306122,739.23265306372
2024/04/27 17:25:00.081,18.6440656,0,0.87,-302.399999997505,1041.63265306122,739.23265306372
2024/04/27 17:25:00.091,18.6439456,0,0.87,-302.399999997505,1041.63265306122,739.23265306372
2024/04/27 17:25:00.101,18.6438256,0,0.87,-302.400000006458,1041.63265306122,739.232653054767
2024/04/27 17:25:00.111,18.6437056,0,0.87,-302.399999988552,1041.63265306122,739.232653072673
2024/04/27 17:25:00.121,18.6435856,0,0.87,-302.400000006458,1041.63265306122,739.232653054767
2024/04/27 17:25:00.131,18.6434656,0,0.87,-302.400000006458,1041.63265306122,739.232653054767
2024/04/27 17:25:00.141,18.6433456,0,0.87,-302.399999997505,1041.63265306122,739.23265306372
2024/04/27 17:25:00.151,18.6432256,0,0.87,-302.399999997505,1041.63265306122,739.23265306372
2024/04/27 17:25:00.161,18.6431056,0,0.87,-302.400000006458,1041.63265306122,739.232653054767
2024/04/27 17:25:00.171,18.642984,0,0.87,-306.431999990906,1041.63265306122,735.200653070319
2024/04/27 17:25:00.181,18.6428506666667,0,0.87,-336.000000011154,1041.63265306122,705.632653050071
2024/04/27 17:25:00.191,18.6427173333333,0,0.87,-335.999999993248,1041.63265306122,705.632653067976
2024/04/27 17:25:00.201,18.642584,0,0.87,-336.000000002201,1041.63265306122,705.632653059023
2024/04/27 17:25:00.211,18.6424506666667,0,0.87,-336.000000002201,1041.63265306122,705.632653059023
2024/04/27 17:25:00.221,18.6423173333333,0,0.87,-335.999999993248,1041.63265306122,705.632653067976
2024/04/27 17:25:00.231,18.642184,0,0.87,-336.000000002201,1041.63265306122,705.632653059023
2024/04/27 17:25:00.241,18.6420506666667,0,0.87,-336.000000002201,1041.63265306122,705.632653059023
2024/04/27 17:25:00.251,18.6419173333333,0,0.87,-335.999999993248,1041.63265306122,705.632653067976
2024/04/27 17:25:00.261,18.641784,0,0.87,-336.000000002201,1041.63265306122,705.632653059023
2024/04/27 17:25:00.271,18.6416506666667,0,0.87,-336.000000011154,1041.63265306122,705.632653050071
2024/04/27 17:25:00.281,18.6415173333333,0,0.87,-335.999999993248,1041.63265306122,705.632653067976
2024/04/27 17:25:00.291,18.641384,0,0.87,-336.000000002201,1041.63265306122,705.632653059023
2024/04/27 17:25:00.301,18.6412506666667,0,0.87,-335.999999993248,1041.63265306122,705.632653067976
2024/04/27 17:25:00.311,18.6411173333333,0,0.87,-336.000000002201,1041.63265306122,705.632653059023
2024/04/27 17:25:00.321,18.640984,0,0.87,-336.000000002201,1041.63265306122,705.632653059023
2024/04/27 17:25:00.331,18.6408506666667,0,0.87,-336.000000002201,1041.63265306122,705.632653059023
2024/04/27 17:25:00.341,18.6407173333333,0,0.87,-335.999999993248,1041.63265306122,705.632653067976
2024/04/27 17:25:00.351,18.640584,0,0.87,-336.000000002201,1041.63265306122,705.632653059023
2024/04/27 17:25:00.361,18.6404506666667,0,0.87,-336.000000002201,1041.63265306122,705.632653059023
2024/04/27 17:25:00.371,18.6403173333333,0,0.87,-336.000000002201,1041.63265306122,705.632653059023
2024/04/27 17:25:00.381,18.640184,0,0.87,-336.000000002201,1041.63265306122,705.632653059023
2024/04/27 17:25:00.391,18.6400506666667,0,0.87,-335.999999993248,1041.63265306122,705.632653067976
2024/04/27 17:25:00.401,18.6399173333333,0,0.87,-336.000000002201,1041.63265306122,705.632653059023
2024/04/27 17:25:00.411,18.639784,0,0.87,-336.000000002201,1041.63265306122,705.632653059023
2024/04/27 17:25:00.421,18.6396506666667,0,0.87,-335.999999993248,1041.63265306122,705.632653067976
2024/04/27 17:25:00.431,18.6395173333333,0,0.87,-336.000000011154,1041.63265306122,705.632653050071
2024/04/27 17:25:00.441,18.639384,0,0.87,-335.999999993248,1041.63265306122,705.632653067976
2024/04/27 17:25:00.451,18.6392506666667,0,0.87,-336.000000002201,1041.63265306122,705.632653059023
2024/04/27 17:25:00.461,18.6391173333333,0,0.87,-336.000000002201,1041.63265306122,705.632653059023
2024/04/27 17:25:00.471,18.6389820269596,0,0.87,-340.97206190296,1041.63265306122,700.660591158265
2024/04/27 17:25:00.481,18.6388322516226,0,0.87,-377.433849231892,1041.63265306122,664.198803829333
2024/04/27 17:25:00.491,18.6386824762856,0,0.87,-377.433849213986,1041.63265306122,664.198803847238
2024/04/27 17:25:00.501,18.6385327009486,0,0.87,-377.433849231892,1041.63265306122,664.198803829333
2024/04/27 17:25:00.511,18.6383829256116,0,0.87,-377.433849231892,1041.63265306122,664.198803829333
2024/04/27 17:25:00.521,18.6382331502746,0,0.87,-377.433849222939,1041.63265306122,664.198803838286
2024/04/27 17:25:00.531,18.6380833749376,0,0.87,-377.433849222939,1041.63265306122,664.198803838286
2024/04/27 17:25:00.541,18.6379335996006,0,0.87,-377.433849222939,1041.63265306122,664.198803838286
2024/04/27 17:25:00.551,18.6377838242636,0,0.87,-377.433849231892,1041.63265306122,664.198803829333
2024/04/27 17:25:00.561,18.6376340489266,0,0.87,-377.433849231892,1041.63265306122,664.198803829333
2024/04/27 17:25:00.571,18.6374842735896,0,0.87,-377.433849222939,1041.63265306122,664.198803838286
2024/04/27 17:25:00.581,18.6373344982526,0,0.87,-377.433849222939,1041.63265306122,664.198803838286
2024/04/27 17:25:00.591,18.6371847229156,0,0.87,-377.433849222939,1041.63265306122,664.198803838286
2024/04/27 17:25:00.601,18.6370349475786,0,0.87,-377.433849231892,1041.63265306122,664.198803829333
2024/04/27 17:25:00.611,18.6368851722416,0,0.87,-377.433849222939,1041.63265306122,664.198803838286
2024/04/27 17:25:00.621,18.6367353969046,0,0.87,-377.433849231892,1041.63265306122,664.198803829333
2024/04/27 17:25:00.631,18.6365856215676,0,0.87,-377.433849222939,1041.63265306122,664.198803838286
2024/04/27 17:25:00.641,18.6364358462307,0,0.87,-377.433849222939,1041.63265306122,664.198803838286
2024/04/27 17:25:00.651,18.6362860708937,0,0.87,-377.433849222939,1041.63265306122,664.198803838286
2024/04/27 17:25:00.661,18.6361362955567,0,0.87,-377.433849231892,1041.63265306122,664.198803829333
2024/04/27 17:25:00.671,18.6359909729188,0,0.87,-366.213047522024,1041.63265306122,675.419605539201
2024/04/27 17:25:00.681,18.635890672016,0,0.87,-252.758274834974,1041.63265306122,788.87437822625
2024/04/27 17:25:00.691,18.6357903711133,0,0.87,-252.758274826022,1041.63265306122,788.874378235203
2024/04/27 17:25:00.701,18.6356900702106,0,0.87,-252.758274817069,1041.63265306122,788.874378244156
2024/04/27 17:25:00.711,18.6355897693079,0,0.87,-252.758274826022,1041.63265306122,788.874378235203
2024/04/27 17:25:00.721,18.6354894684052,0,0.87,-252.758274817069,1041.63265306122,788.874378244156
2024/04/27 17:25:00.731,18.6353891675025,0,0.87,-252.758274826022,1041.63265306122,788.874378235203
2024/04/27 17:25:00.741,18.6352888665998,0,0.87,-252.758274826022,1041.63265306122,788.874378235203
2024/04/27 17:25:00.751,18.6351885656971,0,0.87,-252.758274826022,1041.63265306122,788.874378235203
2024/04/27 17:25:00.761,18.6350882647944,0,0.87,-252.758274826022,1041.63265306122,788.874378235203
2024/04/27 17:25:00.771,18.6349820448878,0,0.87,-267.674164636986,1041.63265306122,773.958488424238
2024/04/27 17:25:00.781,18.6348324189526,0,0.87,-377.057356607935,1041.63265306122,664.57529645329
2024/04/27 17:25:00.791,18.6346827930175,0,0.87,-377.057356607935,1041.63265306122,664.57529645329
2024/04/27 17:25:00.801,18.6345331670823,0,0.87,-377.057356607935,1041.63265306122,664.57529645329
2024/04/27 17:25:00.811,18.6343835411471,0,0.87,-377.057356607935,1041.63265306122,664.57529645329
2024/04/27 17:25:00.821,18.634233915212,0,0.87,-377.057356607935,1041.63265306122,664.57529645329
2024/04/27 17:25:00.831,18.6340842892768,0,0.87,-377.057356607935,1041.63265306122,664.57529645329
2024/04/27 17:25:00.841,18.6339346633416,0,0.87,-377.057356607935,1041.63265306122,664.57529645329
2024/04/27 17:25:00.851,18.6337850374065,0,0.87,-377.057356607935,1041.63265306122,664.57529645329
2024/04/27 17:25:00.861,18.6336354114713,0,0.87,-377.057356607935,1041.63265306122,664.57529645329
2024/04/27 17:25:00.871,18.6334857855362,0,0.87,-377.057356616888,1041.63265306122,664.575296444337
2024/04/27 17:25:00.881,18.633336159601,0,0.87,-377.057356598982,1041.63265306122,664.575296462242
2024/04/27 17:25:00.891,18.6331865336658,0,0.87,-377.057356616888,1041.63265306122,664.575296444337
2024/04/27 17:25:00.901,18.6330369077307,0,0.87,-377.057356598982,1041.63265306122,664.575296462242
2024/04/27 17:25:00.911,18.6328872817955,0,0.87,-377.057356616888,1041.63265306122,664.575296444337
2024/04/27 17:25:00.921,18.6327376558603,0,0.87,-377.057356607935,1041.63265306122,664.57529645329
2024/04/27 17:25:00.931,18.6325880299252,0,0.87,-377.057356607935,1041.63265306122,664.57529645329
2024/04/27 17:25:00.941,18.63243840399,0,0.87,-377.057356607935,1041.63265306122,664.57529645329
2024/04/27 17:25:00.951,18.6322887780549,0,0.87,-377.057356607935,1041.63265306122,664.57529645329
2024/04/27 17:25:00.961,18.6321391521197,0,0.87,-377.057356607935,1041.63265306122,664.57529645329
2024/04/27 17:25:00.971,18.6319929718876,0,0.87,-368.374185018183,1041.63265306122,673.258468043041
2024/04/27 17:25:00.981,18.6318925702811,0,0.87,-253.012048198258,1041.63265306122,788.620604862967
2024/04/27 17:25:00.991,18.6317921686747,0,0.87,-253.012048189305,1041.63265306122,788.62060487192
2024/04/27 17:25:01.001,18.6316917670683,0,0.87,-253.012048189305,1041.63265306122,788.62060487192
2024/04/27 17:25:01.011,18.6315913654618,0,0.87,-253.012048198258,1041.63265306122,788.620604862967
2024/04/27 17:25:01.021,18.6314909638554,0,0.87,-253.012048189305,1041.63265306122,788.62060487192
2024/04/27 17:25:01.031,18.631390562249,0,0.87,-253.012048198258,1041.63265306122,788.620604862967
2024/04/27 17:25:01.041,18.6312901606426,0,0.87,-253.012048189305,1041.63265306122,788.62060487192
2024/04/27 17:25:01.051,18.6311897590361,0,0.87,-253.012048189305,1041.63265306122,788.62060487192
2024/04/27 17:25:01.061,18.6310893574297,0,0.87,-253.012048198258,1041.63265306122,788.620604862967
2024/04/27 17:25:01.071,18.631,0,0.87,-225.180722891167,1041.63265306122,816.451930170057
2024/04/27 17:25:01.081,18.631,0,0.87,0,1041.63265306122,1041.63265306122
2024/04/27 17:25:01.091,18.631,0,0.87,0,1041.63265306122,1041.63265306122
2024/04/27 17:25:01.101,18.631,0,0.87,0,1041.63265306122,1041.63265306122
2024/04/27 17:25:01.111,18.631,0,0.87,0,1041.63265306122,1041.63265306122
2024/04/27 17:25:01.121,18.631,0,0.87,0,1041.63265306122,1041.63265306122
2024/04/27 17:25:01.131,18.6309765458422,0,0.87,-59.104477606553,1041.63265306122,982.528175454672
2024/04/27 17:25:01.141,18.630763326226,0,0.87,-537.313432840563,1041.63265306122,504.319220220662
2024/04/27 17:25:01.151,18.6305501066098,0,0.87,-537.313432840563,1041.63265306122,504.319220220662
2024/04/27 17:25:01.161,18.6303368869936,0,0.87,-537.31343283161,1041.63265306122,504.319220229615
2024/04/27 17:25:01.171,18.6301236673774,0,0.87,-537.313432840563,1041.63265306122,504.319220220662
2024/04/27 17:25:01.181,18.6299104477612,0,0.87,-537.313432822657,1041.63265306122,504.319220238568
2024/04/27 17:25:01.191,18.629697228145,0,0.87,-537.313432840563,1041.63265306122,504.319220220662
2024/04/27 17:25:01.201,18.6294840085288,0,0.87,-537.313432840563,1041.63265306122,504.319220220662
2024/04/27 17:25:01.211,18.6292707889126,0,0.87,-537.313432840563,1041.63265306122,504.319220220662
2024/04/27 17:25:01.221,18.6290575692964,0,0.87,-537.31343283161,1041.63265306122,504.319220229615
2024/04/27 17:25:01.231,18.6288443496802,0,0.87,-537.31343283161,1041.63265306122,504.319220229615
2024/04/27 17:25:01.241,18.628631130064,0,0.87,-537.313432840563,1041.63265306122,504.319220220662
2024/04/27 17:25:01.251,18.6284179104478,0,0.87,-537.31343283161,1041.63265306122,504.319220229615
2024/04/27 17:25:01.261,18.6282046908316,0,0.87,-537.313432840563,1041.63265306122,504.319220220662
2024/04/27 17:25:01.271,18.6279959839357,0,0.87,-525.941377445918,1041.63265306122,515.691275615307
2024/04/27 17:25:01.281,18.6278955823293,0,0.87,-253.012048198258,1041.63265306122,788.620604862967
2024/04/27 17:25:01.291,18.6277951807229,0,0.87,-253.012048189305,1041.63265306122,788.62060487192
2024/04/27 17:25:01.301,18.6276947791165,0,0.87,-253.012048189305,1041.63265306122,788.62060487192
2024/04/27 17:25:01.311,18.62759437751,0,0.87,-253.012048189305,1041.63265306122,788.62060487192
2024/04/27 17:25:01.321,18.6274939759036,0,0.87,-253.012048207211,1041.63265306122,788.620604854014
2024/04/27 17:25:01.331,18.6273935742972,0,0.87,-253.012048189305,1041.63265306122,788.62060487192
2024/04/27 17:25:01.341,18.6272931726908,0,0.87,-253.012048189305,1041.63265306122,788.62060487192
2024/04/27 17:25:01.351,18.6271927710843,0,0.87,-253.012048198258,1041.63265306122,788.620604862967
2024/04/27 17:25:01.361,18.6270923694779,0,0.87,-253.012048189305,1041.63265306122,788.62060487192
2024/04/27 17:25:01.371,18.627,0,0.87,-232.771084337742,1041.63265306122,808.861568723483
2024/04/27 17:25:01.381,18.627,0,0.87,0,1041.63265306122,1041.63265306122
2024/04/27 17:25:01.391,18.627,0,0.87,0,1041.63265306122,1041.63265306122
2024/04/27 17:25:01.401,18.627,0,0.87,0,1041.63265306122,1041.63265306122
2024/04/27 17:25:01.411,18.627,0,0.87,0,1041.63265306122,1041.63265306122
2024/04/27 17:25:01.421,18.627,0,0.87,0,1041.63265306122,1041.63265306122
2024/04/27 17:25:01.431,18.6269724310777,0,0.87,-69.4736842109478,1041.63265306122,972.158968850277
2024/04/27 17:25:01.441,18.6267218045113,0,0.87,-631.578947368183,1041.63265306122,410.053705693041
2024/04/27 17:25:01.451,18.6264711779449,0,0.87,-631.57894735923,1041.63265306122,410.053705701994
2024/04/27 17:25:01.461,18.6262205513784,0,0.87,-631.578947377136,1041.63265306122,410.053705684089
2024/04/27 17:25:01.471,18.6259761904762,0,0.87,-615.789473671668,1041.63265306122,425.843179389556
2024/04/27 17:25:01.481,18.6257777777778,0,0.87,-500.00000001063,1041.63265306122,541.632653050595
2024/04/27 17:25:01.491,18.6255793650794,0,0.87,-500.000000001677,1041.63265306122,541.632653059548
2024/04/27 17:25:01.501,18.625380952381,0,0.87,-499.999999992724,1041.63265306122,541.632653068501
2024/04/27 17:25:01.511,18.6251825396825,0,0.87,-500.000000001677,1041.63265306122,541.632653059548
2024/04/27 17:25:01.521,18.6249841269841,0,0.87,-500.00000001063,1041.63265306122,541.632653050595
2024/04/27 17:25:01.531,18.6247857142857,0,0.87,-499.999999992724,1041.63265306122,541.632653068501
2024/04/27 17:25:01.541,18.6245873015873,0,0.87,-500.000000001677,1041.63265306122,541.632653059548
2024/04/27 17:25:01.551,18.6243888888889,0,0.87,-500.000000001677,1041.63265306122,541.632653059548
2024/04/27 17:25:01.561,18.6241904761905,0,0.87,-499.999999992724,1041.63265306122,541.632653068501
2024/04/27 17:25:01.571,18.6239959899749,0,0.87,-490.105263154845,1041.63265306122,551.527389906379
2024/04/27 17:25:01.581,18.6238957393484,0,0.87,-252.631578956226,1041.63265306122,789.001074104998
2024/04/27 17:25:01.591,18.6237954887218,0,0.87,-252.631578947273,1041.63265306122,789.001074113951
2024/04/27 17:25:01.601,18.6236952380952,0,0.87,-252.631578947273,1041.63265306122,789.001074113951
2024/04/27 17:25:01.611,18.6235949874687,0,0.87,-252.631578947273,1041.63265306122,789.001074113951
2024/04/27 17:25:01.621,18.6234947368421,0,0.87,-252.631578947273,1041.63265306122,789.001074113951
2024/04/27 17:25:01.631,18.6233944862155,0,0.87,-252.631578947273,1041.63265306122,789.001074113951
2024/04/27 17:25:01.641,18.623294235589,0,0.87,-252.631578947273,1041.63265306122,789.001074113951
2024/04/27 17:25:01.651,18.6231939849624,0,0.87,-252.631578947273,1041.63265306122,789.001074113951
2024/04/27 17:25:01.661,18.6230937343358,0,0.87,-252.631578947273,1041.63265306122,789.001074113951
